Tab. 102 Obce České republiky k 1. 1. 2019;;;;;;;;;;;;;;Souhrn
;;;;;;;;;;;;;;
"Kód
okresu";"Kód
SOORP";Název obce;"Kód
obce";Typ obce;"Správní obvod obce
s rozšířenou působností";"Počet
částí
obce";"Počet
katas-
trů";"Katastr.
výměra
v ha";Počet obyvatel;;;Počet dokončených bytů;;Stavební úřad
;;;;;;;;;celkem;"ve věku
0 - 14 let";"ve věku
65 a více let";2009-2013;2014-2018;
CZ0203;2124;Přelíc;532771;obec;Slaný;1;1;380;388;62;77;4;3;Slaný
CZ0203;2124;Řisuty;532797;obec;Slaný;1;1;612;358;52;55;2;14;Slaný
CZ0203;2124;Sazená;532801;obec;Slaný;1;1;678;325;61;44;6;5;Velvary
CZ0203;2124;Slaný;532819;město;Slaný;10;8;3 512;15 834;2 676;3 108;223;188;Slaný
CZ0203;2109;Slatina;532827;obec;Kladno;1;1;521;623;118;84;53;25;Kladno
CZ0203;2124;Smečno;532835;město;Slaný;1;1;959;1 962;315;416;20;21;Slaný
CZ0203;2109;Stehelčeves;532851;obec;Kladno;1;1;498;981;238;113;33;105;Kladno
CZ0203;2109;Stochov;532860;město;Kladno;3;3;950;5 416;840;1 015;63;32;Stochov
CZ0203;2124;Stradonice;599441;obec;Slaný;1;1;256;126;28;19;0;1;Zlonice
CZ0203;2124;Studeněves;551457;obec;Slaný;1;1;268;481;95;71;21;9;Slaný
CZ0203;2109;Svárov;599433;obec;Kladno;1;1;421;600;124;54;23;12;Unhošť
CZ0203;2109;Svinařov;532908;obec;Kladno;1;1;193;719;128;125;12;7;Slaný
CZ0203;2124;Šlapanice;532916;obec;Slaný;2;1;690;182;29;46;1;1;Zlonice
CZ0203;2109;Třebichovice;532959;obec;Kladno;2;2;385;589;87;114;6;10;Kladno
CZ0203;2124;Třebíz;532967;obec;Slaný;1;1;485;233;39;39;6;0;Slaný
CZ0203;2109;Třebusice;532975;obec;Kladno;2;1;427;511;78;91;6;1;Kladno
CZ0203;2109;Tuchlovice;532983;obec;Kladno;2;2;1 275;2 604;502;509;84;66;Stochov
CZ0203;2124;Tuřany;532177;obec;Slaný;2;1;356;597;104;104;11;9;Slaný
CZ0203;2124;Uhy;533009;obec;Slaný;1;1;581;381;77;54;7;5;Velvary
CZ0203;2109;Unhošť;533017;město;Kladno;1;1;1 742;4 779;924;941;212;133;Unhošť
CZ0203;2109;Velká Dobrá;533025;obec;Kladno;1;1;842;1 784;295;284;46;44;Kladno
CZ0203;2109;Velké Přítočno;533033;obec;Kladno;1;1;241;1 026;171;175;33;29;Kladno
CZ0203;2124;Velvary;533041;město;Slaný;4;3;1 810;3 044;473;692;34;20;Velvary
CZ0203;2109;Vinařice;533050;obec;Kladno;1;1;516;2 104;335;389;40;44;Kladno
CZ0203;2124;Vraný;533068;městys;Slaný;3;3;1 701;746;125;137;4;14;Zlonice
CZ0203;2124;Vrbičany;571431;obec;Slaný;1;1;350;226;30;44;1;2;Zlonice
CZ0203;2109;Zájezd;571598;obec;Kladno;2;1;211;133;30;13;4;1;Kladno
CZ0203;2109;Zákolany;533092;obec;Kladno;3;2;568;566;95;98;3;4;Kladno
CZ0203;2124;Zichovec;571423;obec;Slaný;1;1;161;159;30;44;13;13;Slaný
CZ0203;2124;Zlonice;533114;městys;Slaný;5;5;1 607;2 246;351;417;14;17;Zlonice
CZ0203;2124;Zvoleněves;533122;obec;Slaný;1;1;459;899;168;165;4;4;Slaný
CZ0203;2124;Želenice;599425;obec;Slaný;1;1;467;195;36;29;2;2;Kladno
CZ0203;2109;Žilina;533149;obec;Kladno;1;1;786;823;129;148;8;9;Kladno
CZ0203;2124;Žižice;533157;obec;Slaný;5;5;1 207;677;132;104;11;10;Slaný
CZ0204;2110;Barchovice;533173;obec;Kolín;3;3;1 774;241;41;47;2;1;Kouřim
CZ0204;2110;Bečváry;533181;obec;Kolín;5;6;1 628;1 031;161;229;17;16;Zásmuky
CZ0204;2110;Bělušice;533190;obec;Kolín;1;1;255;305;63;58;4;4;Týnec nad Labem
CZ0204;2110;Břežany I;533211;obec;Kolín;2;2;603;319;65;56;3;1;Kolín
CZ0204;2106;Břežany II;533220;obec;Český Brod;1;1;911;837;179;103;51;49;Český Brod
CZ0204;2110;Býchory;533238;obec;Kolín;1;1;652;610;95;106;20;8;Kolín
CZ0204;2110;Cerhenice;533246;městys;Kolín;2;2;1 064;1 700;310;325;44;37;Pečky
CZ0204;2110;Církvice;599476;obec;Kolín;1;1;245;153;16;36;1;0;Zásmuky
CZ0204;2110;Červené Pečky;533262;městys;Kolín;6;5;1 617;1 812;307;355;37;36;Kolín
CZ0204;2106;Český Brod;533271;město;Český Brod;3;3;1 970;7 046;1 240;1 398;70;150;Český Brod
CZ0204;2110;Dobřichov;533289;obec;Kolín;1;1;620;753;111;141;8;5;Pečky
CZ0204;2110;Dolní Chvatliny;533297;obec;Kolín;3;3;1 223;485;101;82;9;2;Zásmuky
CZ0204;2110;Dománovice;513181;obec;Kolín;1;1;278;118;11;28;1;2;Kolín
CZ0204;2106;Doubravčice;533301;obec;Český Brod;1;1;918;790;194;83;30;68;Český Brod
CZ0204;2110;Drahobudice;564681;obec;Kolín;1;1;556;250;34;53;3;1;Zásmuky
CZ0204;2110;Grunta;599450;obec;Kolín;1;1;80;83;7;25;5;1;Kolín
CZ0204;2110;Horní Kruty;533327;obec;Kolín;5;4;1 434;522;86;80;2;3;Kouřim
CZ0204;2106;Hradešín;564800;obec;Český Brod;1;1;424;506;133;50;36;30;Český Brod
CZ0204;2110;Choťovice;534994;obec;Kolín;1;1;906;200;41;45;0;1;Městec Králové
CZ0204;2110;Chotutice;533343;obec;Kolín;1;1;387;500;77;120;2;1;Pečky
CZ0204;2106;Chrášťany;533351;obec;Český Brod;3;3;1 447;738;132;105;20;13;Český Brod
CZ0204;2110;Jestřabí Lhota;533360;obec;Kolín;1;1;548;520;114;64;22;14;Kolín
CZ0204;2110;Kbel;513415;obec;Kolín;2;1;202;216;35;45;5;1;Kolín
CZ0204;2110;Klášterní Skalice;571687;obec;Kolín;1;1;333;126;20;28;3;1;Kouřim
CZ0204;2106;Klučov;533386;obec;Český Brod;4;4;1 444;1 041;214;152;22;23;Český Brod
CZ0204;2110;Kolín;533165;město;Kolín;10;4;3 499;31 690;5 009;6 609;533;472;Kolín
CZ0204;2110;Konárovice;533394;obec;Kolín;1;1;1 081;940;190;177;32;34;Kolín
CZ0204;2110;Kořenice;533408;obec;Kolín;3;3;1 029;642;122;130;6;9;Kolín
CZ0204;2110;Kouřim;533424;město;Kolín;2;1;1 440;1 885;312;393;17;7;Kouřim
CZ0204;2110;Krakovany;533441;obec;Kolín;2;2;1 055;845;146;138;24;8;Týnec nad Labem
CZ0204;2106;Krupá;533459;obec;Český Brod;2;1;563;391;58;71;14;10;Český Brod
CZ0204;2110;Krychnov;599484;obec;Kolín;1;1;258;106;14;22;0;0;Kouřim
CZ0204;2110;Křečhoř;533467;obec;Kolín;3;2;968;483;83;87;14;7;Kolín
CZ0204;2106;Kšely;571717;obec;Český Brod;1;1;452;233;38;41;1;2;Český Brod
CZ0204;2110;Libenice;533475;obec;Kolín;1;1;482;319;58;55;4;11;Kolín
CZ0204;2110;Libodřice;533483;obec;Kolín;1;1;592;306;35;60;5;2;Kolín
CZ0204;2110;Lipec;513270;obec;Kolín;1;1;389;187;30;46;0;1;Týnec nad Labem
CZ0204;2110;Lošany;533505;obec;Kolín;2;2;675;320;61;62;3;2;Kolín
CZ0204;2110;Malotice;533513;obec;Kolín;2;2;857;337;71;57;14;4;Kouřim
CZ0204;2106;Masojedy;564702;obec;Český Brod;1;1;180;88;13;13;1;6;Český Brod
CZ0204;2106;Mrzky;513288;obec;Český Brod;1;1;286;165;28;29;1;0;Český Brod
CZ0204;2110;Nebovidy;533521;obec;Kolín;2;1;476;708;139;128;27;10;Kolín
CZ0204;2110;Němčice;571636;obec;Kolín;1;1;717;371;73;63;25;16;Kolín
CZ0204;2110;Nová Ves I;533530;obec;Kolín;2;1;1 031;1 247;185;230;40;20;Kolín
CZ0204;2110;Ohaře;533556;obec;Kolín;1;1;604;293;43;46;3;1;Kolín
CZ0204;2110;Ovčáry;533572;obec;Kolín;1;1;1 037;873;117;138;5;3;Kolín
CZ0204;2110;Pašinka;513423;obec;Kolín;1;1;382;349;45;77;7;2;Kolín
CZ0204;2110;Pečky;537641;město;Kolín;2;2;1 076;4 769;832;998;71;96;Pečky
CZ0204;2110;Plaňany;533581;městys;Kolín;4;4;1 385;1 885;368;297;32;12;Pečky
CZ0204;2110;Pňov-Předhradí;537675;obec;Kolín;3;3;941;568;97;131;11;8;Poděbrady
CZ0204;2110;Polepy;533599;obec;Kolín;1;1;242;636;83;147;39;3;Kolín
CZ0204;2110;Polní Chrčice;513237;obec;Kolín;1;1;526;174;24;31;5;5;Kolín
CZ0204;2110;Polní Voděrady;513148;obec;Kolín;1;1;407;186;26;32;2;6;Kolín
CZ0204;2106;Poříčany;537705;obec;Český Brod;1;1;576;1 555;296;306;52;20;Český Brod
CZ0204;2106;Přehvozdí;513369;obec;Český Brod;1;1;283;286;50;44;14;15;Český Brod
CZ0204;2106;Přistoupim;513393;obec;Český Brod;1;1;443;450;84;84;5;2;Český Brod
CZ0204;2106;Přišimasy;533611;obec;Český Brod;3;1;699;814;176;94;28;17;Český Brod
CZ0204;2110;Radim;533629;obec;Kolín;1;1;503;1 231;228;209;24;19;Pečky
CZ0204;2110;Radovesnice I;533637;obec;Kolín;1;1;301;375;59;67;13;11;Kolín
CZ0204;2110;Radovesnice II;533645;obec;Kolín;2;2;1 283;483;63;117;1;3;Týnec nad Labem
CZ0204;2110;Ratboř;533653;obec;Kolín;3;2;477;580;92;122;11;3;Kolín
CZ0204;2110;Ratenice;537748;obec;Kolín;1;1;473;623;122;86;6;12;Pečky
CZ0204;2106;Rostoklaty;533661;obec;Český Brod;2;2;703;528;121;83;21;35;Český Brod
CZ0204;2110;Skvrňov;533696;obec;Kolín;1;1;617;217;50;45;12;6;Zásmuky
CZ0204;2110;Starý Kolín;533700;obec;Kolín;2;1;879;1 631;264;342;24;15;Kolín
CZ0204;2110;Svojšice;533726;obec;Kolín;3;2;983;561;81;146;9;0;Kouřim
CZ0204;2110;Tatce;537888;obec;Kolín;1;1;443;650;127;119;14;12;Pečky
CZ0204;2106;Tismice;533734;obec;Český Brod;2;2;750;547;121;82;5;5;Český Brod
CZ0204;2110;Toušice;533742;obec;Kolín;2;2;718;335;52;56;7;7;Kouřim
CZ0204;2110;Třebovle;533751;obec;Kolín;4;3;1 096;515;96;90;8;10;Kouřim
CZ0204;2110;Tři Dvory;533769;obec;Kolín;1;1;462;964;158;211;31;13;Kolín
CZ0204;2106;Tuchoraz;533777;obec;Český Brod;1;1;593;527;109;68;13;34;Český Brod
CZ0204;2106;Tuklaty;533785;obec;Český Brod;2;2;817;1 007;232;144;43;41;Český Brod
CZ0204;2110;Týnec nad Labem;533807;město;Kolín;3;3;1 569;2 063;324;400;30;13;Týnec nad Labem
CZ0204;2110;Uhlířská Lhota;533815;obec;Kolín;2;2;909;362;41;85;4;2;Týnec nad Labem
CZ0204;2110;Veletov;533823;obec;Kolín;1;1;528;257;45;50;1;3;Týnec nad Labem
CZ0204;2110;Velim;533831;obec;Kolín;2;2;1 570;2 220;342;432;32;18;Kolín
CZ0204;2110;Velký Osek;533840;obec;Kolín;1;1;1 056;2 386;403;486;66;96;Kolín
CZ0204;2110;Veltruby;533858;obec;Kolín;2;2;938;1 420;218;260;34;31;Kolín
CZ0204;2106;Vitice;533866;obec;Český Brod;6;5;2 241;1 103;200;209;17;12;Český Brod
CZ0204;2110;Volárna;533882;obec;Kolín;1;1;406;504;73;89;15;4;Kolín
CZ0204;2106;Vrátkov;564826;obec;Český Brod;1;1;242;274;36;56;6;1;Český Brod
CZ0204;2110;Vrbčany;533891;obec;Kolín;1;1;620;395;86;56;1;7;Pečky
CZ0204;2110;Zalešany;513202;obec;Kolín;2;2;491;103;11;34;0;1;Kouřim
CZ0204;2110;Zásmuky;533921;město;Kolín;5;5;2 412;1 965;334;371;27;30;Zásmuky
CZ0204;2110;Žabonosy;513261;obec;Kolín;1;1;311;246;41;54;0;1;Kouřim
CZ0204;2110;Ždánice;513164;obec;Kolín;1;1;1 052;356;63;83;4;5;Kouřim
CZ0204;2110;Žehuň;538035;obec;Kolín;1;1;912;445;55;112;1;0;Městec Králové
CZ0204;2110;Žiželice;533947;obec;Kolín;7;5;1 860;1 728;252;316;11;20;Týnec nad Labem
CZ0205;2104;Adamov;531367;obec;Čáslav;1;1;276;123;18;36;0;0;Čáslav
CZ0205;2112;Bernardov;531111;obec;Kutná Hora;1;1;345;192;23;43;1;1;Záboří nad Labem
CZ0205;2104;Bílé Podolí;533971;městys;Čáslav;3;3;1 529;623;73;136;2;1;Vrdy
CZ0205;2112;Bludov;530964;obec;Kutná Hora;1;1;201;24;1;9;0;0;Červené Janovice
CZ0205;2112;Bohdaneč;533980;obec;Kutná Hora;6;5;1 659;428;65;89;16;3;Zbraslavice
CZ0205;2104;Brambory;530832;obec;Čáslav;1;1;125;112;7;28;1;4;Vrdy
CZ0205;2104;Bratčice;531286;obec;Čáslav;1;1;827;376;43;92;20;9;Čáslav
CZ0205;2112;Církvice;533998;obec;Kutná Hora;2;2;1 012;1 331;231;217;21;38;Kutná Hora
CZ0205;2104;Čáslav;534005;město;Čáslav;3;2;2 646;10 326;1 757;2 043;198;76;Čáslav
CZ0205;2104;Čejkovice;529524;obec;Čáslav;1;1;195;31;0;8;0;0;Čáslav
CZ0205;2112;Černíny;534013;obec;Kutná Hora;6;5;1 611;385;55;92;12;4;Červené Janovice
CZ0205;2112;Červené Janovice;534021;obec;Kutná Hora;7;4;1 498;652;93;154;11;4;Červené Janovice
CZ0205;2112;Čestín;534030;obec;Kutná Hora;9;6;3 256;420;56;93;3;4;Uhlířské Janovice
CZ0205;2104;Dobrovítov;529559;obec;Čáslav;2;2;901;107;10;24;0;6;Čáslav
CZ0205;2112;Dolní Pohleď;531260;obec;Kutná Hora;2;1;360;91;11;27;0;3;Zruč nad Sázavou
CZ0205;2104;Drobovice;531341;obec;Čáslav;1;1;283;406;52;93;9;5;Čáslav
CZ0205;2112;Hlízov;531197;obec;Kutná Hora;1;1;602;593;112;77;20;19;Kutná Hora
CZ0205;2104;Horka I;531430;obec;Čáslav;3;1;694;406;66;95;8;5;Čáslav
CZ0205;2112;Horka II;534056;obec;Kutná Hora;5;2;1 023;396;49;91;8;7;Zruč nad Sázavou
CZ0205;2104;Horky;531359;obec;Čáslav;1;1;235;405;78;68;13;8;Čáslav
CZ0205;2104;Horušice;531481;obec;Čáslav;1;1;848;172;9;50;3;2;Čáslav
CZ0205;2104;Hostovlice;534064;obec;Čáslav;1;1;585;250;40;35;2;2;Žleby
CZ0205;2104;Hraběšín;531413;obec;Čáslav;1;1;792;107;12;37;0;1;Čáslav
CZ0205;2112;Chabeřice;534081;obec;Kutná Hora;4;1;795;249;31;55;4;2;Zruč nad Sázavou
CZ0205;2112;Chlístovice;534099;obec;Kutná Hora;11;7;2 950;751;108;155;6;8;Kutná Hora
CZ0205;2104;Chotusice;534102;obec;Čáslav;2;1;701;736;135;141;14;8;Čáslav
CZ0205;2112;Kácov;534129;městys;Kutná Hora;5;3;1 110;812;146;181;19;21;Zruč nad Sázavou
CZ0205;2104;Kluky;534137;obec;Čáslav;4;4;1 069;504;90;107;22;16;Čáslav
CZ0205;2112;Kobylnice;531405;obec;Kutná Hora;1;1;237;204;34;30;3;4;Záboří nad Labem
CZ0205;2112;Košice;551465;obec;Kutná Hora;1;1;209;57;11;9;1;1;Uhlířské Janovice
CZ0205;2104;Krchleby;534153;obec;Čáslav;2;2;600;393;60;94;8;5;Čáslav
CZ0205;2112;Křesetice;534161;obec;Kutná Hora;4;4;1 088;682;114;137;7;11;Kutná Hora
CZ0205;2112;Kutná Hora;533955;město;Kutná Hora;12;7;3 307;20 580;3 066;4 272;111;202;Kutná Hora
CZ0205;2112;Ledečko;534170;obec;Kutná Hora;2;1;302;173;24;39;5;8;Uhlířské Janovice
CZ0205;2112;Malešov;534188;městys;Kutná Hora;5;3;1 428;1 022;177;194;14;4;Kutná Hora
CZ0205;2112;Miskovice;534200;obec;Kutná Hora;5;5;1 921;1 077;186;171;36;26;Kutná Hora
CZ0205;2104;Močovice;530999;obec;Čáslav;1;1;490;400;76;73;2;13;Čáslav
CZ0205;2112;Nepoměřice;534226;obec;Kutná Hora;3;2;721;210;40;37;0;3;Uhlířské Janovice
CZ0205;2112;Nové Dvory;534242;městys;Kutná Hora;2;1;902;863;144;158;15;15;Kutná Hora
CZ0205;2104;Okřesaneč;534251;obec;Čáslav;1;1;239;191;34;42;0;0;Žleby
CZ0205;2112;Onomyšl;534277;obec;Kutná Hora;5;4;1 289;314;61;64;5;0;Uhlířské Janovice
CZ0205;2112;Opatovice I;530956;obec;Kutná Hora;1;1;634;127;17;26;5;1;Červené Janovice
CZ0205;2112;Paběnice;531278;obec;Kutná Hora;1;1;597;187;31;37;4;5;Červené Janovice
CZ0205;2112;Pertoltice;534307;obec;Kutná Hora;6;5;878;150;16;46;4;2;Zruč nad Sázavou
CZ0205;2112;Petrovice I;534315;obec;Kutná Hora;5;5;1 490;284;33;71;2;1;Červené Janovice
CZ0205;2112;Petrovice II;534323;obec;Kutná Hora;7;2;1 161;120;18;29;4;1;Uhlířské Janovice
CZ0205;2112;Podveky;528196;obec;Kutná Hora;4;2;1 028;213;33;49;1;3;Uhlířské Janovice
CZ0205;2104;Potěhy;534331;obec;Čáslav;1;1;499;641;110;120;12;8;Čáslav
CZ0205;2112;Rašovice;534340;obec;Kutná Hora;4;3;1 233;372;56;67;8;1;Uhlířské Janovice
CZ0205;2112;Rataje nad Sázavou;534358;městys;Kutná Hora;3;3;1 330;508;65;128;7;6;Uhlířské Janovice
CZ0205;2104;Rohozec;526622;obec;Čáslav;1;1;531;305;45;56;10;6;Čáslav
CZ0205;2112;Řendějov;534366;obec;Kutná Hora;4;1;840;244;31;50;10;4;Zruč nad Sázavou
CZ0205;2112;Samopše;534374;obec;Kutná Hora;5;2;659;162;23;48;13;6;Uhlířské Janovice
CZ0205;2104;Semtěš;530859;obec;Čáslav;1;1;501;265;42;67;1;4;Čáslav
CZ0205;2104;Schořov;531383;obec;Čáslav;1;1;142;80;6;16;2;3;Čáslav
CZ0205;2112;Slavošov;534391;obec;Kutná Hora;3;2;759;142;17;27;2;2;Zruč nad Sázavou
CZ0205;2112;Soběšín;534293;obec;Kutná Hora;2;1;724;155;12;48;4;3;Uhlířské Janovice
CZ0205;2104;Souňov;531065;obec;Čáslav;1;1;267;139;20;27;3;5;Čáslav
CZ0205;2112;Staňkovice;534412;obec;Kutná Hora;5;2;1 202;284;53;59;1;5;Uhlířské Janovice
CZ0205;2104;Starkoč;530875;obec;Čáslav;1;1;409;133;13;29;4;0;Vrdy
CZ0205;2112;Sudějov;531391;obec;Kutná Hora;1;1;392;85;14;19;1;2;Uhlířské Janovice
CZ0205;2112;Suchdol;534439;městys;Kutná Hora;5;4;1 930;1 120;132;202;13;10;Kutná Hora
CZ0205;2112;Svatý Mikuláš;534196;obec;Kutná Hora;4;4;1 783;877;155;174;17;9;Záboří nad Labem
CZ0205;2104;Šebestěnice;531421;obec;Čáslav;1;1;329;90;11;22;0;2;Čáslav
CZ0205;2112;Štipoklasy;530930;obec;Kutná Hora;1;1;379;148;25;35;2;3;Zbraslavice
CZ0205;2104;Třebešice;530981;obec;Čáslav;1;1;721;280;59;42;1;10;Čáslav
CZ0205;2112;Třebětín;530972;obec;Kutná Hora;3;3;1 240;101;8;30;2;1;Červené Janovice
CZ0205;2104;Třebonín;571741;obec;Čáslav;1;1;342;130;13;28;2;0;Čáslav
CZ0205;2104;Tupadly;534480;obec;Čáslav;1;1;660;663;114;120;14;19;Čáslav
CZ0205;2112;Uhlířské Janovice;534498;město;Kutná Hora;8;6;2 545;3 126;519;666;24;20;Uhlířské Janovice
CZ0205;2112;Úmonín;534501;obec;Kutná Hora;6;4;1 376;511;80;100;14;14;Červené Janovice
CZ0205;2112;Úžice;534510;obec;Kutná Hora;10;5;1 856;652;108;135;13;15;Uhlířské Janovice
CZ0205;2112;Vavřinec;534528;obec;Kutná Hora;3;3;1 069;538;102;85;18;20;Uhlířské Janovice
CZ0205;2112;Vidice;534536;obec;Kutná Hora;5;3;1 179;235;33;56;2;7;Kutná Hora
CZ0205;2104;Vinaře;534544;obec;Čáslav;2;1;513;246;38;64;0;0;Žleby
CZ0205;2104;Vlačice;534552;obec;Čáslav;2;1;527;255;47;43;3;2;Čáslav
CZ0205;2112;Vlastějovice;534561;obec;Kutná Hora;8;6;1 906;450;60;124;4;9;Zruč nad Sázavou
CZ0205;2104;Vlkaneč;534579;obec;Čáslav;3;3;1 414;611;89;118;7;13;Čáslav
CZ0205;2104;Vodranty;531014;obec;Čáslav;1;1;160;89;12;27;0;0;Čáslav
CZ0205;2104;Vrdy;534587;obec;Čáslav;4;4;1 849;2 952;412;523;27;35;Vrdy
CZ0205;2112;Záboří nad Labem;534595;obec;Kutná Hora;2;2;893;834;144;169;17;5;Záboří nad Labem
CZ0205;2112;Zbizuby;534609;obec;Kutná Hora;8;4;1 940;464;67;87;7;15;Uhlířské Janovice
CZ0205;2112;Zbraslavice;534617;obec;Kutná Hora;13;9;3 811;1 373;189;283;25;12;Zbraslavice
CZ0205;2104;Zbýšov;534625;obec;Čáslav;8;8;2 615;623;79;150;4;5;Čáslav
CZ0205;2112;Zruč nad Sázavou;534633;město;Kutná Hora;5;3;1 637;4 750;625;1 154;18;38;Zruč nad Sázavou
CZ0205;2104;Žáky;534641;obec;Čáslav;2;1;566;355;58;67;8;13;Čáslav
CZ0205;2104;Žehušice;534650;městys;Čáslav;2;2;893;789;149;129;49;41;Čáslav
CZ0205;2104;Žleby;534668;obec;Čáslav;4;2;1 464;1 338;197;282;17;15;Žleby
CZ0206;2114;Býkev;534714;obec;Mělník;2;2;561;463;80;63;24;25;Mělník
CZ0206;2114;Byšice;534722;obec;Mělník;1;1;1 085;1 356;233;222;17;9;Byšice
CZ0206;2114;Cítov;534731;obec;Mělník;2;2;1 580;1 238;226;208;19;17;Mělník
CZ0206;2117;Čakovičky;598291;obec;Neratovice;1;1;314;743;175;61;25;74;Líbeznice
CZ0206;2114;Čečelice;534749;obec;Mělník;1;1;1 155;654;109;107;8;7;Všetaty
CZ0206;2114;Dobřeň;531570;obec;Mělník;5;3;2 056;180;27;41;4;2;Mělník
CZ0206;2111;Dolany nad Vltavou;539201;obec;Kralupy nad Vltavou;2;2;550;918;169;147;19;14;Libčice nad Vltavou
CZ0206;2114;Dolní Beřkovice;534765;obec;Mělník;3;2;1 248;1 503;255;247;30;33;Mělník
CZ0206;2114;Dolní Zimoř;531987;obec;Mělník;1;1;161;95;18;16;1;1;Mělník
CZ0206;2111;Dřínov;534773;obec;Kralupy nad Vltavou;1;1;458;495;104;77;14;7;Kralupy nad Vltavou
CZ0206;2114;Horní Počaply;534790;obec;Mělník;2;2;1 239;1 264;195;255;11;11;Mělník
CZ0206;2114;Hořín;534803;obec;Mělník;4;4;1 441;799;114;150;26;26;Mělník
CZ0206;2114;Hostín;531499;obec;Mělník;1;1;636;309;59;47;8;8;Byšice
CZ0206;2111;Hostín u Vojkovic;531928;obec;Kralupy nad Vltavou;1;1;478;325;38;72;3;6;Veltrusy
CZ0206;2117;Chlumín;534820;obec;Neratovice;1;1;640;500;88;84;5;2;Neratovice
CZ0206;2114;Chorušice;534838;obec;Mělník;4;4;1 776;543;92;89;18;7;Mšeno
CZ0206;2111;Chvatěruby;534846;obec;Kralupy nad Vltavou;1;1;331;551;98;93;13;6;Kralupy nad Vltavou
CZ0206;2114;Jeviněves;531871;obec;Mělník;1;1;513;225;34;43;6;2;Mělník
CZ0206;2114;Kadlín;531774;obec;Mělník;2;2;681;151;24;25;2;2;Mšeno
CZ0206;2114;Kanina;531651;obec;Mělník;1;1;529;92;15;18;1;2;Mšeno
CZ0206;2114;Kly;534897;obec;Mělník;7;2;1 061;1 542;325;202;63;66;Mělník
CZ0206;2117;Kojetice;538345;obec;Neratovice;1;1;558;796;150;150;12;14;Líbeznice
CZ0206;2114;Kokořín;534901;obec;Mělník;6;5;1 641;366;57;74;4;5;Mělník
CZ0206;2117;Kostelec nad Labem;534935;město;Neratovice;2;3;1 555;4 281;787;664;135;91;Kostelec nad Labem
CZ0206;2111;Kozomín;571792;obec;Kralupy nad Vltavou;1;1;272;450;92;67;31;9;Kralupy nad Vltavou
CZ0206;2111;Kralupy nad Vltavou;534951;město;Kralupy nad Vltavou;5;6;2 190;18 194;2 844;3 668;234;182;Kralupy nad Vltavou
CZ0206;2111;Ledčice;534978;obec;Kralupy nad Vltavou;1;1;1 099;641;112;118;9;11;Kralupy nad Vltavou
CZ0206;2114;Lhotka;531898;obec;Mělník;2;2;533;295;46;63;4;10;Mělník
CZ0206;2114;Liběchov;535001;město;Mělník;2;2;1 178;1 083;192;198;17;8;Mělník
CZ0206;2117;Libiš;571784;obec;Neratovice;1;1;712;2 210;326;402;71;28;Neratovice
CZ0206;2114;Liblice;531502;obec;Mělník;1;1;892;490;83;96;0;3;Byšice
CZ0206;2114;Lobeč;531677;obec;Mělník;1;1;349;145;29;22;2;2;Mšeno
CZ0206;2114;Lužec nad Vltavou;535028;obec;Mělník;2;2;1 000;1 443;199;288;22;11;Mělník
CZ0206;2114;Malý Újezd;535036;obec;Mělník;3;2;1 225;1 094;204;169;28;35;Mělník
CZ0206;2114;Medonosy;529575;obec;Mělník;5;3;1 489;147;26;25;3;0;Mělník
CZ0206;2114;Mělnické Vtelno;535044;obec;Mělník;3;3;2 630;993;175;170;13;20;Byšice
CZ0206;2114;Mělník;534676;město;Mělník;1;2;2 496;19 486;3 180;4 152;262;282;Mělník
CZ0206;2114;Mšeno;535052;město;Mělník;9;4;2 674;1 431;221;315;11;7;Mšeno
CZ0206;2114;Nebužely;535061;obec;Mělník;1;1;861;438;72;80;5;0;Mělník
CZ0206;2117;Nedomice;531863;obec;Neratovice;1;1;323;309;55;48;6;9;Všetaty
CZ0206;2111;Nelahozeves;535079;obec;Kralupy nad Vltavou;5;3;995;2 067;442;276;175;62;Kralupy nad Vltavou
CZ0206;2117;Neratovice;535087;město;Neratovice;6;5;2 000;16 163;2 475;3 126;84;86;Neratovice
CZ0206;2114;Nosálov;531707;obec;Mělník;4;2;1 110;188;25;51;8;0;Mšeno
CZ0206;2111;Nová Ves;535117;obec;Kralupy nad Vltavou;5;3;1 013;1 096;173;205;29;11;Kralupy nad Vltavou
CZ0206;2117;Obříství;535133;obec;Neratovice;3;2;1 517;1 487;303;195;91;71;Neratovice
CZ0206;2111;Olovnice;532673;obec;Kralupy nad Vltavou;1;1;588;540;79;105;6;7;Kralupy nad Vltavou
CZ0206;2117;Ovčáry;535141;obec;Neratovice;1;1;372;508;79;80;15;9;Všetaty
CZ0206;2111;Postřižín;538647;obec;Kralupy nad Vltavou;1;1;443;1 286;323;106;187;156;Kralupy nad Vltavou
CZ0206;2114;Řepín;535168;obec;Mělník;2;2;1 532;684;140;119;10;9;Mělník
CZ0206;2114;Spomyšl;535192;obec;Mělník;1;1;359;499;108;75;2;9;Mělník
CZ0206;2114;Stránka;531731;obec;Mělník;3;3;879;197;26;54;2;0;Mšeno
CZ0206;2114;Střemy;535214;obec;Mělník;2;2;1 171;433;55;88;16;9;Mělník
CZ0206;2117;Tišice;535222;obec;Neratovice;3;3;1 272;2 377;477;393;109;71;Neratovice
CZ0206;2114;Tuhaň;531561;obec;Mělník;1;1;462;760;152;97;13;36;Mělník
